Lesotho,LSO,-0.29,0.36,2.00,43.48,21.20,63.04,-0.30,0.39,2.00,38.04,16.85,64.13,-0.16,0.37,2.00,45.11,21.74,65.22,-0.46,0.34,2.00,37.30,16.22,57.30,-0.57,0.26,2.00,32.97,17.84,51.89,-0.59,0.23,4.00,28.86,17.41,47.26,-0.63,0.17,5.00,26.96,20.59,43.14,-0.67,0.18,7.00,25.49,17.65,40.69,-0.72,0.17,8.00,23.30,16.50,35.92,-0.67,0.16,8.00,27.67,17.96,38.83,-0.65,0.17,8.00,27.75,20.10,38.28,-0.63,0.16,8.00,28.71,19.14,39.23,-0.64,0.16,8.00,28.91,20.85,38.39,-0.54,0.19,8.00,31.75,22.27,45.02,-0.38,0.19,8.00,38.39,26.54,51.18,-0.44,0.19,8.00,35.10,25.48,49.04,-0.46,0.18,8.00,35.24,25.71,47.14,-0.46,0.18,8.00,34.76,23.81,46.67,-0.38,0.19,7.00,36.67,27.62,49.05,-0.56,0.18,7.00,30.48,17.14,43.33,-0.61,0.18,7.00,30.48,16.19,41.43,-0.67,0.19,7.00,29.05,13.81,38.57,-0.76,0.18,8.00,24.76,12.86,35.24,-0.62,0.19,8.00,29.25,17.45,40.57
Lithuania,LTU,1.08,0.31,4.00,82.61,69.02,95.11,0.92,0.29,5.00,77.17,64.67,91.30,0.71,0.24,7.00,73.37,64.13,84.78,1.08,0.21,8.00,81.62,71.35,88.65,1.04,0.18,8.00,79.46,71.89,88.11,1.06,0.19,8.00,79.60,72.64,88.06,0.94,0.16,8.00,77.45,70.10,83.82,0.97,0.19,9.00,78.43,70.10,87.25,1.01,0.19,10.00,81.07,71.36,86.89,1.04,0.19,10.00,81.07,72.82,87.86,0.95,0.18,10.00,77.99,71.77,85.65,0.96,0.18,10.00,79.43,72.73,85.17,0.93,0.17,10.00,77.73,72.51,85.78,1.12,0.19,10.00,82.94,74.88,91.00,1.15,0.19,10.00,84.83,75.36,91.00,1.19,0.20,10.00,85.58,76.92,91.83,1.26,0.20,10.00,86.67,78.57,91.90,1.12,0.20,9.00,84.29,75.71,91.43,1.15,0.21,8.00,82.86,75.71,91.43,1.09,0.21,8.00,82.38,75.24,90.48,1.15,0.21,8.00,82.86,74.29,91.43,1.08,0.23,7.00,83.33,73.33,91.43,1.27,0.21,8.00,86.19,78.10,93.81,1.30,0.21,8.00,87.74,77.36,95.28
Luxembourg,LUX,1.76,0.30,5.00,97.28,86.96,100.00,1.49,0.30,5.00,94.02,79.35,99.46,1.85,0.25,5.00,98.91,90.22,100.00,1.86,0.26,4.00,99.46,90.81,100.00,1.79,0.21,5.00,98.92,90.27,100.00,1.78,0.24,5.00,99.50,88.56,100.00,1.64,0.18,5.00,97.55,89.22,100.00,1.67,0.22,6.00,96.57,88.24,100.00,1.74,0.23,6.00,97.09,88.35,100.00,1.66,0.24,6.00,96.12,86.89,100.00,1.64,0.24,6.00,95.22,85.65,100.00,1.67,0.25,6.00,95.69,85.17,100.00,1.86,0.25,6.00,98.58,91.47,100.00,1.76,0.25,6.00,96.68,89.10,100.00,1.77,0.25,6.00,96.68,89.57,100.00,1.63,0.26,6.00,92.31,86.06,99.04,1.65,0.25,6.00,92.86,85.24,99.05,1.71,0.25,7.00,93.81,87.14,99.05,1.68,0.24,7.00,93.81,88.10,98.57,1.75,0.24,7.00,94.76,89.05,99.52,1.69,0.24,7.00,95.24,87.62,99.52,1.84,0.26,6.00,98.57,90.95,100.00,1.91,0.23,7.00,99.52,91.43,100.00,1.83,0.23,7.00,98.11,91.51,100.00
Latvia,LVA,0.90,0.31,4.00,77.17,64.67,90.22,0.84,0.29,5.00,75.54,64.13,90.22,0.70,0.24,7.00,71.20,63.59,83.15,0.88,0.21,8.00,74.05,67.57,84.86,0.95,0.18,8.00,77.30,68.11,86.49,0.92,0.19,8.00,78.61,68.66,86.57,0.87,0.16,8.00,75.49,67.65,83.33,0.93,0.19,8.00,77.45,69.61,86.27,0.95,0.20,8.00,79.13,69.90,86.41,0.97,0.20,8.00,78.64,67.48,87.38,0.92,0.18,9.00,77.51,70.33,85.65,0.93,0.18,9.00,78.95,70.81,84.69,0.95,0.18,9.00,78.20,73.46,86.73,1.01,0.20,9.00,79.62,72.51,89.10,1.04,0.19,10.00,80.09,72.51,89.57,1.17,0.20,10.00,85.10,76.44,91.83,1.07,0.20,10.00,80.95,74.76,91.43,1.07,0.20,9.00,82.86,75.24,90.00,1.14,0.21,8.00,82.38,75.71,91.43,1.13,0.21,8.00,83.33,75.24,90.48,1.18,0.21,8.00,83.81,75.24,91.43,1.18,0.23,7.00,84.29,74.76,92.86,1.22,0.21,8.00,85.24,77.62,93.33,1.17,0.21,8.00,84.91,75.94,91.98
Kosovo,KSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.04,0.41,1.00,54.37,26.21,71.36,0.03,0.41,2.00,53.88,28.16,71.36,0.06,0.27,3.00,54.55,38.28,66.51,-0.10,0.23,4.00,51.20,34.45,60.77,-0.15,0.23,4.00,49.76,33.18,57.35,-0.04,0.23,5.00,52.13,36.49,62.09,-0.04,0.21,6.00,52.13,37.44,62.09,-0.16,0.20,7.00,48.56,33.17,56.73,-0.32,0.20,7.00,43.33,27.62,51.90,-0.22,0.20,6.00,45.24,30.48,57.62,-0.15,0.22,5.00,47.14,31.90,61.43,-0.34,0.23,5.00,39.05,25.24,56.19,-0.39,0.23,5.00,38.10,21.43,52.86,-0.32,0.25,5.00,40.00,25.71,56.19,-0.29,0.22,6.00,42.86,27.14,56.19,-0.39,0.23,7.00,38.21,21.70,51.89
"Macao SAR, China",MAC,0.55,0.39,1.00,68.48,51.63,83.70,0.54,0.44,1.00,67.93,43.48,89.13,0.52,0.42,1.00,66.85,44.02,85.87,0.70,0.37,1.00,70.81,57.30,87.57,1.17,0.28,1.00,84.32,71.89,94.05,1.58,0.32,1.00,93.53,79.60,100.00,1.11,0.21,1.00,82.84,71.08,90.69,1.10,0.31,1.00,82.84,67.16,94.61,0.88,0.37,1.00,76.70,59.71,91.26,1.03,0.33,2.00,80.58,66.02,93.69,1.28,0.29,3.00,86.12,74.16,97.13,1.35,0.30,3.00,87.56,75.60,98.56,1.33,0.30,3.00,88.63,75.83,97.63,1.35,0.30,3.00,89.57,76.30,98.10,1.34,0.29,3.00,89.57,76.78,97.63,1.73,0.30,3.00,94.71,87.02,99.52,1.76,0.30,3.00,95.71,88.57,99.52,1.77,0.32,3.00,95.71,86.19,100.00,1.75,0.31,3.00,94.76,86.67,100.00,1.61,0.32,3.00,92.38,81.90,99.52,1.62,0.32,3.00,94.29,82.38,99.52,1.74,0.38,2.00,96.19,83.33,100.00,1.78,0.38,2.00,97.14,83.33,100.00,1.82,0.36,2.00,97.64,86.32,100.00
Morocco,MAR,-0.10,0.31,4.00,51.63,25.00,64.67,0.02,0.33,4.00,52.72,28.26,68.48,-0.02,0.31,4.00,52.17,28.26,65.22,-0.08,0.22,6.00,52.97,37.84,61.62,-0.28,0.19,6.00,45.95,30.27,56.22,-0.24,0.20,7.00,46.27,29.35,56.72,-0.44,0.17,7.00,38.73,24.51,50.49,-0.21,0.20,8.00,49.51,30.88,55.39,-0.22,0.21,8.00,50.00,30.58,57.28,-0.16,0.20,8.00,51.46,35.92,57.28,-0.09,0.19,8.00,51.67,37.32,58.37,-0.12,0.19,8.00,49.76,36.36,56.46,-0.18,0.19,8.00,47.87,33.18,55.92,-0.11,0.18,10.00,49.76,36.97,57.35,-0.09,0.18,10.00,48.82,37.44,58.29,-0.03,0.19,10.00,51.44,40.38,63.46,-0.10,0.19,10.00,49.05,39.05,60.95,-0.16,0.19,10.00,47.62,34.29,60.00,-0.16,0.20,9.00,46.67,32.86,60.95,-0.26,0.20,9.00,42.86,29.52,58.10,-0.15,0.20,9.00,46.67,33.33,60.95,-0.05,0.22,7.00,50.00,37.14,61.43,-0.13,0.20,8.00,46.67,35.24,59.52,-0.09,0.21,8.00,49.06,36.32,60.38
Monaco,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.27,0.46,1.00,88.10,67.14,99.05,1.23,0.49,1.00,86.19,66.19,99.05,1.20,0.47,1.00,85.71,68.10,98.10,1.19,0.49,1.00,85.71,64.76,98.10,1.22,0.49,1.00,86.19,65.24,99.52,1.34,0.52,1.00,88.57,68.10,99.52,1.36,0.49,1.00,89.52,71.43,99.52,1.40,0.47,1.00,90.09,72.17,99.53
Moldova,MDA,-0.07,0.31,4.00,52.17,25.54,64.67,-0.11,0.29,5.00,49.46,27.17,64.67,-0.14,0.27,6.00,48.37,26.63,63.59,-0.40,0.22,7.00,40.00,23.24,53.51,-0.41,0.18,7.00,39.46,24.32,52.43,-0.43,0.19,8.00,37.81,22.39,48.76,-0.46,0.16,10.00,36.76,24.51,49.02,-0.35,0.18,10.00,42.16,26.47,52.45,-0.28,0.18,10.00,46.12,28.16,52.91,-0.20,0.17,10.00,49.03,35.92,54.37,-0.14,0.17,9.00,49.28,35.89,55.98,-0.13,0.16,10.00,49.28,37.80,54.55,-0.10,0.16,10.00,51.18,38.39,55.92,-0.12,0.17,11.00,49.29,37.91,56.40,-0.09,0.17,11.00,49.29,38.86,58.29,0.01,0.18,11.00,52.88,42.79,63.46,-0.08,0.18,11.00,50.00,40.00,60.48,-0.13,0.17,11.00,49.05,37.62,60.00,-0.05,0.18,10.00,50.95,39.05,63.33,-0.03,0.18,10.00,51.43,39.05,62.86,-0.05,0.20,9.00,50.48,39.05,62.38,-0.01,0.22,7.00,51.43,38.57,61.90,0.00,0.22,7.00,52.38,39.52,63.81,0.10,0.23,6.00,54.72,41.98,67.45
Madagascar,MDG,-0.91,0.35,3.00,19.02,5.98,37.50,-0.80,0.38,3.00,22.28,8.70,44.02,-0.52,0.36,3.00,29.35,14.67,56.52,-0.30,0.26,4.00,42.16,25.41,57.30,-0.33,0.20,5.00,44.32,25.41,55.68,-0.38,0.19,7.00,40.30,24.38,52.74,-0.29,0.15,8.00,44.61,30.88,52.94,-0.25,0.16,10.00,48.04,32.84,54.41,-0.29,0.16,10.00,45.15,30.58,51.94,-0.37,0.16,10.00,41.26,28.64,51.46,-0.54,0.15,10.00,32.06,23.44,44.02,-0.61,0.15,10.00,30.14,21.53,39.71,-0.55,0.15,10.00,32.70,23.22,41.71,-0.58,0.17,11.00,30.81,21.80,42.18,-0.66,0.17,11.00,27.96,19.43,37.44,-0.72,0.17,11.00,26.92,16.35,36.06,-0.81,0.16,11.00,24.29,12.38,32.86,-0.74,0.16,11.00,25.24,12.86,34.29,-0.74,0.16,11.00,25.71,13.33,33.33,-0.79,0.16,10.00,22.86,11.90,32.86,-0.79,0.16,11.00,20.48,11.90,32.86,-0.81,0.17,9.00,20.95,10.95,32.38,-0.84,0.16,9.00,20.95,12.38,32.38,-0.82,0.17,9.00,20.75,13.68,32.08
Maldives,MDV,1.03,0.39,1.00,80.98,64.67,96.20,1.01,0.44,1.00,82.07,61.41,96.74,0.99,0.42,1.00,81.52,63.59,94.02,0.94,0.37,1.00,78.38,63.24,92.97,0.93,0.28,1.00,76.76,65.95,88.65,-0.02,0.30,2.00,53.23,32.34,65.67,0.52,0.20,4.00,65.20,58.33,72.55,0.41,0.26,4.00,64.22,53.92,73.04,0.06,0.27,4.00,55.83,38.35,66.02,-0.37,0.22,5.00,40.78,23.30,53.40,-0.38,0.22,5.00,38.28,24.88,52.15,-0.38,0.21,5.00,38.76,26.32,52.15,-0.38,0.21,5.00,37.91,25.59,52.13,-0.40,0.23,5.00,37.44,24.17,52.61,-0.46,0.24,5.00,35.07,22.75,51.18,-0.37,0.29,4.00,38.46,22.60,54.81,-0.43,0.27,4.00,36.19,20.00,52.86,-0.50,0.29,4.00,32.86,14.76,52.38,-0.44,0.29,4.00,34.29,16.19,55.71,-0.53,0.30,4.00,31.90,11.90,50.48,-0.55,0.31,4.00,31.43,11.43,50.00,-0.59,0.34,4.00,30.95,10.48,50.00,-0.61,0.33,4.00,30.95,11.43,49.52,-0.66,0.31,4.00,26.89,11.79,46.23
Mexico,MEX,0.13,0.28,6.00,59.78,38.59,69.02,0.15,0.27,6.00,57.61,38.04,70.11,0.22,0.23,6.00,61.41,44.02,69.02,0.44,0.21,7.00,63.78,57.30,72.43,0.34,0.18,7.00,62.70,56.76,67.57,0.41,0.19,8.00,64.68,56.72,72.14,0.16,0.16,8.00,57.84,51.47,62.75,0.35,0.19,9.00,61.27,54.41,70.10,0.37,0.20,9.00,62.14,54.85,71.36,0.31,0.19,9.00,61.17,53.40,67.48,0.18,0.19,9.00,57.42,49.76,65.07,0.16,0.19,9.00,55.02,47.37,65.55,0.18,0.18,10.00,56.40,50.71,65.88,0.42,0.19,10.00,64.93,55.45,73.46,0.42,0.19,10.00,65.40,54.98,72.99,0.36,0.20,10.00,65.38,53.37,72.12,0.28,0.19,10.00,63.81,51.43,70.95,0.20,0.20,10.00,61.90,49.05,68.10,0.18,0.19,10.00,61.43,47.14,70.48,0.08,0.19,10.00,58.57,43.81,65.24,0.01,0.19,10.00,55.71,42.38,63.81,-0.01,0.20,9.00,50.95,38.57,61.43,-0.25,0.21,8.00,44.29,31.90,56.67,-0.15,0.21,8.00,46.70,32.55,58.96
Marshall Islands,MHL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.30,0.89,1.00,44.12,1.96,83.82,-0.95,0.78,1.00,18.63,0.49,60.78,-0.91,0.67,1.00,18.93,1.94,57.77,-1.04,0.50,1.00,16.99,2.43,47.57,-1.22,0.36,2.00,8.61,2.39,28.71,-1.24,0.34,2.00,9.09,2.39,26.79,-1.01,0.25,3.00,16.59,6.16,29.86,-1.06,0.28,3.00,14.22,4.74,29.86,-1.11,0.33,2.00,13.74,2.37,30.81,-1.00,0.39,2.00,16.35,3.85,38.94,-0.98,0.31,3.00,15.24,4.76,34.76,-0.89,0.32,3.00,18.10,6.19,39.52,-0.95,0.32,3.00,15.71,6.19,34.76,-0.80,0.34,3.00,21.43,7.62,43.81,-0.73,0.35,3.00,24.76,8.10,46.19,-0.67,0.38,3.00,28.57,9.05,50.00,-0.65,0.37,3.00,27.62,9.05,50.95,-0.39,0.34,3.00,37.74,16.51,58.49
North Macedonia,MKD,-0.35,0.32,3.00,37.50,21.20,61.96,-0.37,0.32,3.00,35.33,18.48,58.15,-0.26,0.30,4.00,40.76,21.74,61.41,-0.16,0.23,6.00,48.11,33.51,60.54,-0.17,0.19,7.00,49.19,35.68,57.84,0.02,0.19,8.00,54.73,44.28,63.68,-0.23,0.17,8.00,48.53,34.31,54.41,-0.09,0.20,8.00,51.96,37.75,57.84,0.04,0.20,8.00,54.85,44.66,62.62,0.12,0.20,8.00,55.83,48.54,65.05,0.19,0.19,8.00,57.89,49.76,67.46,0.24,0.19,8.00,59.33,51.67,67.46,0.22,0.19,7.00,57.35,50.71,68.25,0.26,0.20,8.00,60.19,51.66,69.19,0.25,0.20,8.00,60.19,49.76,68.25,0.42,0.21,8.00,65.87,54.33,75.96,0.36,0.21,8.00,65.24,52.86,72.38,0.38,0.21,8.00,66.19,54.29,74.76,0.44,0.23,6.00,69.52,57.14,76.67,0.52,0.23,6.00,70.00,60.95,79.05,0.44,0.22,7.00,65.71,58.57,74.29,0.44,0.24,6.00,64.76,54.76,74.76,0.41,0.24,6.00,65.24,52.86,73.33,0.45,0.24,6.00,66.98,53.30,75.94
Mali,MLI,-0.53,0.35,3.00,27.72,13.59,57.07,-0.31,0.38,3.00,36.96,16.85,61.96,-0.33,0.36,3.00,36.41,16.30,61.96,-0.58,0.26,4.00,32.43,16.76,48.11,-0.58,0.20,5.00,31.35,18.92,48.65,-0.53,0.19,7.00,30.85,20.40,47.26,-0.56,0.15,8.00,30.88,22.55,43.63,-0.46,0.16,9.00,36.76,22.55,50.00,-0.39,0.16,9.00,38.35,25.24,50.97,-0.42,0.16,9.00,37.86,26.21,51.46,-0.41,0.15,10.00,37.32,26.32,48.80,-0.48,0.15,10.00,33.97,26.32,45.45,-0.40,0.15,10.00,36.49,27.96,49.76,-0.43,0.18,10.00,36.49,26.07,47.39,-0.52,0.18,10.00,33.65,23.22,45.02,-0.63,0.18,10.00,29.33,17.31,40.38,-0.63,0.17,10.00,28.57,18.10,41.43,-0.64,0.17,10.00,28.10,17.14,39.52,-0.62,0.17,10.00,28.57,16.19,39.52,-0.60,0.17,10.00,29.52,16.67,39.05,-0.62,0.17,10.00,28.57,16.67,39.52,-0.67,0.18,9.00,28.10,14.76,37.62,-0.63,0.16,10.00,29.52,18.10,39.05,-0.63,0.17,10.00,28.30,17.92,39.15
Malta,MLT,0.97,0.35,3.00,78.26,64.67,93.48,1.01,0.38,3.00,83.15,64.67,95.11,1.10,0.36,3.00,84.24,65.76,94.57,1.06,0.29,3.00,81.08,68.11,92.97,1.15,0.23,4.00,82.70,71.89,90.81,1.12,0.25,4.00,82.09,72.14,91.54,1.06,0.19,4.00,79.41,71.08,90.69,1.11,0.23,5.00,83.82,72.06,92.16,1.14,0.25,5.00,85.44,72.33,93.20,1.20,0.26,5.00,85.92,73.79,94.66,1.36,0.23,6.00,89.00,78.95,97.13,1.43,0.25,6.00,91.39,81.34,98.56,1.33,0.25,6.00,89.10,77.73,95.73,1.32,0.26,6.00,89.10,76.78,96.21,1.29,0.26,6.00,88.15,76.78,94.79,1.08,0.26,6.00,82.21,71.15,91.83,1.15,0.26,6.00,84.29,73.81,91.90,1.14,0.27,6.00,84.76,73.81,92.38,1.27,0.26,6.00,88.10,78.10,93.81,1.33,0.26,6.00,88.57,79.05,94.76,0.94,0.26,6.00,76.67,69.05,89.52,1.21,0.29,5.00,85.71,73.33,94.76,0.80,0.25,6.00,74.29,64.76,84.76,0.67,0.25,6.00,73.11,60.38,83.49
Myanmar,MMR,-1.68,0.31,4.00,4.35,0.54,11.41,-1.78,0.33,4.00,3.80,0.00,11.96,-2.02,0.31,4.00,2.72,0.00,6.52,-2.06,0.23,5.00,0.54,0.00,3.24,-2.03,0.20,5.00,1.08,0.00,2.16,-2.35,0.20,6.00,0.00,0.00,1.00,-2.13,0.17,6.00,1.47,0.00,1.47,-2.19,0.21,6.00,0.98,0.00,2.45,-2.27,0.22,6.00,0.97,0.00,2.43,-2.21,0.21,6.00,0.49,0.00,2.43,-2.23,0.20,6.00,0.96,0.00,2.39,-2.24,0.21,6.00,0.96,0.00,2.39,-2.10,0.21,6.00,1.42,0.00,2.37,-1.83,0.22,7.00,2.37,0.95,5.21,-1.50,0.18,10.00,5.69,1.90,9.95,-1.40,0.19,11.00,6.25,3.37,12.50,-1.25,0.18,11.00,8.57,4.29,15.71,-0.87,0.19,10.00,19.52,10.00,30.48,-0.84,0.19,10.00,19.05,10.48,30.48,-0.75,0.19,10.00,23.81,11.90,35.24,-0.75,0.18,10.00,22.86,11.43,34.76,-0.62,0.20,9.00,30.48,14.76,41.43,-1.12,0.21,8.00,12.38,5.71,22.86,-1.24,0.22,7.00,9.91,4.25,20.28
Mongolia,MNG,-0.17,0.35,3.00,48.91,23.37,64.67,-0.16,0.38,3.00,46.74,22.28,64.67,-0.17,0.36,3.00,43.48,21.74,65.22,-0.10,0.26,4.00,50.81,35.14,62.70,-0.56,0.21,4.00,33.51,18.92,48.65,-0.50,0.22,5.00,33.33,19.90,48.76,-0.49,0.17,8.00,36.27,23.53,49.02,-0.32,0.19,9.00,43.14,26.47,53.92,-0.28,0.19,9.00,46.60,27.67,53.40,-0.35,0.17,10.00,42.23,28.16,52.91,-0.31,0.15,12.00,43.06,31.58,52.15,-0.26,0.15,12.00,44.02,33.01,52.63,-0.24,0.15,12.00,44.55,33.18,53.55,-0.22,0.16,13.00,45.97,34.12,54.03,-0.33,0.16,13.00,40.76,29.86,51.18,-0.28,0.18,12.00,43.27,31.73,52.88,-0.37,0.17,14.00,40.95,28.10,49.05,-0.10,0.17,13.00,50.00,39.52,60.00,-0.13,0.18,12.00,48.10,34.76,60.95,0.01,0.18,12.00,54.29,41.43,62.86,0.00,0.19,11.00,53.81,41.43,63.33,-0.11,0.20,10.00,48.10,36.67,58.10,-0.25,0.19,10.00,43.81,32.38,53.33,-0.27,0.19,10.00,42.45,29.72,53.30
Montenegro,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.13,0.46,1.00,50.98,20.59,68.14,-0.55,0.34,2.00,30.88,14.22,54.41,-0.13,0.29,3.00,50.49,26.70,61.65,-0.07,0.23,6.00,52.91,36.89,60.68,0.03,0.22,6.00,53.59,40.67,62.68,-0.01,0.20,7.00,53.11,40.19,61.72,0.00,0.19,7.00,53.08,40.76,61.14,0.03,0.21,7.00,53.55,41.71,63.51,0.09,0.21,7.00,54.98,44.55,65.40,0.18,0.22,7.00,57.69,48.08,69.23,0.23,0.21,8.00,61.43,48.10,70.00,0.23,0.22,7.00,62.86,49.05,70.00,0.32,0.24,6.00,65.24,50.00,75.24,0.39,0.24,6.00,65.24,53.81,75.24,0.39,0.24,6.00,64.76,54.76,74.29,0.42,0.25,6.00,64.29,52.86,75.24,0.42,0.27,5.00,65.71,51.43,76.67,0.54,0.27,5.00,69.34,54.25,81.13
Mozambique,MOZ,-0.52,0.31,4.00,28.26,15.22,53.80,-0.32,0.33,4.00,36.41,20.11,60.87,-0.15,0.31,4.00,47.83,25.54,64.67,-0.41,0.23,5.00,39.46,21.08,54.05,-0.62,0.19,6.00,28.11,18.92,45.41,-0.49,0.17,8.00,33.83,20.90,47.26,-0.74,0.15,9.00,24.51,18.14,34.31,-0.63,0.16,10.00,26.96,20.10,41.18,-0.64,0.16,10.00,25.73,18.93,39.32,-0.51,0.16,10.00,34.47,22.33,46.60,-0.44,0.15,10.00,35.41,25.84,46.89,-0.45,0.15,10.00,35.89,26.32,46.41,-0.47,0.15,10.00,33.65,26.07,45.50,-0.47,0.18,10.00,34.60,24.64,46.45,-0.42,0.18,10.00,36.97,25.59,46.92,-0.44,0.18,10.00,36.06,26.44,49.04,-0.56,0.17,10.00,31.90,22.38,43.81,-0.75,0.17,10.00,24.76,12.38,34.29,-0.77,0.17,10.00,23.81,11.90,32.86,-0.80,0.17,10.00,21.90,11.43,32.86,-0.78,0.17,10.00,20.95,11.43,32.86,-0.77,0.18,8.00,23.33,11.43,36.19,-0.80,0.16,9.00,22.86,12.86,33.33,-0.73,0.17,9.00,22.64,15.57,35.38
Mauritania,MRT,-0.40,0.36,2.00,35.87,16.30,61.96,-0.45,0.39,2.00,30.98,14.67,59.24,-0.32,0.37,2.00,38.59,16.30,63.59,0.17,0.34,2.00,60.00,40.00,71.35,-0.16,0.26,2.00,50.27,30.27,61.62,-0.15,0.23,4.00,48.76,31.34,61.19,-0.38,0.16,6.00,42.65,25.49,51.47,-0.47,0.17,8.00,35.78,22.55,50.00,-0.49,0.17,8.00,33.01,22.33,49.51,-0.68,0.17,8.00,27.18,17.96,38.83,-0.71,0.16,9.00,25.84,16.75,34.93,-0.84,0.15,9.00,22.49,13.88,30.62,-0.80,0.16,9.00,23.70,13.27,32.70,-0.65,0.18,9.00,28.44,19.43,39.81,-0.67,0.18,9.00,27.49,17.54,38.86,-0.83,0.18,9.00,24.04,10.10,32.21,-0.91,0.17,9.00,18.10,10.00,29.05,-0.79,0.18,9.00,23.33,12.38,32.38,-0.82,0.18,9.00,20.48,10.48,30.48,-0.87,0.18,9.00,17.14,9.52,29.52,-0.83,0.18,8.00,18.57,10.00,31.90,-0.89,0.19,7.00,16.19,10.48,30.95,-1.08,0.17,8.00,12.86,7.14,22.38,-1.06,0.18,8.00,14.62,7.08,21.70
Martinique,MTQ,1.03,0.39,1.00,80.98,64.67,96.20,1.01,0.44,1.00,82.07,61.41,96.74,0.99,0.42,1.00,81.52,63.59,94.02,0.94,0.37,1.00,78.38,63.24,92.97,0.93,0.28,1.00,76.76,65.95,88.65,0.81,0.32,1.00,75.62,62.19,87.56,0.86,0.21,1.00,75.00,64.71,83.82,0.86,0.31,1.00,75.49,61.27,91.18,0.88,0.37,1.00,76.70,59.71,91.26,0.89,0.38,1.00,78.16,58.74,92.72,0.90,0.41,1.00,76.56,58.37,94.26,0.89,0.46,1.00,77.03,54.55,94.74,0.88,0.46,1.00,77.25,55.92,94.79,0.84,0.50,1.00,76.30,52.61,95.26,0.84,0.50,1.00,76.30,53.08,94.79,1.23,0.51,1.00,87.98,65.38,99.52,1.27,0.46,1.00,88.10,67.14,99.05,1.23,0.49,1.00,86.19,66.19,99.05,1.20,0.47,1.00,85.71,68.10,98.10,1.19,0.49,1.00,85.71,64.76,98.10,1.22,0.49,1.00,86.19,65.24,99.52,0.93,0.52,1.00,79.52,56.19,96.67,0.95,0.49,1.00,80.95,57.62,96.67,0.97,0.47,1.00,80.19,58.96,96.70
Mauritius,MUS,-0.12,0.59,1.00,50.54,14.13,75.00,0.13,0.48,2.00,56.52,25.00,77.72,0.37,0.33,3.00,65.22,44.02,77.72,0.30,0.27,4.00,62.70,49.19,71.89,0.43,0.20,5.00,64.86,57.30,71.89,0.39,0.21,6.00,64.18,56.22,72.14,0.41,0.17,6.00,62.25,56.37,70.10,0.47,0.21,7.00,65.20,55.39,73.04,0.47,0.22,7.00,66.02,57.28,74.27,0.74,0.21,7.00,73.79,63.59,82.04,0.76,0.20,7.00,73.68,63.64,81.82,0.80,0.20,7.00,75.60,66.03,82.30,0.77,0.20,7.00,75.83,64.93,81.52,0.93,0.22,7.00,77.73,68.72,87.20,0.89,0.22,7.00,77.25,67.30,86.26,1.20,0.23,7.00,86.06,76.44,91.83,1.14,0.23,7.00,83.81,74.76,91.90,1.09,0.24,7.00,83.33,74.29,91.43,1.05,0.23,7.00,81.43,74.29,90.95,1.04,0.23,7.00,81.90,73.81,90.48,1.02,0.23,7.00,80.95,73.33,90.00,1.18,0.25,6.00,84.76,73.81,93.81,1.16,0.24,6.00,83.81,73.33,92.86,1.17,0.24,6.00,84.43,75.00,92.92
