Lesotho,LSO,0.23,0.47,2.00,54.79,26.60,79.26,-0.12,0.44,2.00,40.43,18.62,66.49,0.10,0.45,2.00,50.79,25.93,76.19,-0.05,0.44,2.00,46.03,23.28,68.78,0.10,0.35,2.00,47.24,29.65,68.84,0.36,0.36,2.00,58.74,36.41,79.13,0.00,0.38,2.00,46.12,26.21,66.02,-0.12,0.31,4.00,41.55,26.57,56.52,-0.39,0.30,4.00,30.92,18.36,46.86,-0.20,0.30,4.00,37.98,23.08,55.29,0.33,0.28,5.00,54.03,40.28,73.46,0.46,0.27,5.00,62.09,45.02,79.15,0.38,0.30,4.00,59.72,41.23,72.99,0.27,0.25,5.00,56.40,40.28,68.72,0.34,0.25,5.00,59.24,42.65,68.72,-0.33,0.21,5.00,33.81,23.33,45.71,-0.32,0.22,5.00,35.24,21.90,49.05,-0.24,0.22,5.00,37.14,24.76,49.05,-0.19,0.23,5.00,39.05,25.71,54.29,-0.19,0.23,5.00,40.09,25.94,53.30,-0.43,0.25,4.00,28.77,18.40,46.23,-0.25,0.25,4.00,38.68,22.64,51.89,-0.21,0.25,4.00,39.62,24.06,51.89,-0.13,0.25,4.00,41.98,25.47,53.30
Lithuania,LTU,0.52,0.41,3.00,62.77,42.55,89.36,0.43,0.35,4.00,62.77,38.30,81.38,0.43,0.34,4.00,64.02,40.21,80.42,0.89,0.30,5.00,77.25,60.32,94.71,1.05,0.29,5.00,83.92,64.32,98.99,0.77,0.29,6.00,72.82,54.85,93.69,0.78,0.28,6.00,69.90,55.34,91.26,0.87,0.25,7.00,74.88,59.42,95.17,0.82,0.24,8.00,76.33,59.42,92.75,0.75,0.24,8.00,70.67,55.29,90.87,0.63,0.24,8.00,69.19,52.61,85.31,0.72,0.24,8.00,70.62,54.50,88.15,0.67,0.24,8.00,68.72,54.98,85.31,0.79,0.22,8.00,72.51,59.72,89.57,0.96,0.23,8.00,80.57,64.93,95.26,0.74,0.20,8.00,70.48,59.52,87.62,0.75,0.20,8.00,70.48,59.52,88.10,0.81,0.21,8.00,72.86,61.90,90.95,0.77,0.21,8.00,72.38,61.90,88.57,0.73,0.21,8.00,69.81,58.49,88.21,0.77,0.23,7.00,72.17,59.43,90.57,0.92,0.23,6.00,78.77,64.15,94.34,0.81,0.23,7.00,73.58,59.43,92.92,0.65,0.23,7.00,69.34,54.25,83.96
Luxembourg,LUX,1.38,0.42,3.00,95.74,68.62,100.00,1.39,0.38,3.00,95.74,72.87,100.00,1.61,0.35,4.00,98.94,80.95,100.00,1.64,0.36,4.00,99.47,83.07,100.00,1.44,0.31,5.00,97.49,78.89,100.00,1.32,0.30,6.00,95.15,74.76,100.00,1.33,0.29,6.00,95.15,74.27,100.00,1.40,0.26,7.00,99.03,79.71,100.00,1.48,0.26,7.00,99.03,85.51,100.00,1.51,0.26,7.00,100.00,87.02,100.00,1.45,0.26,7.00,98.58,85.31,100.00,1.46,0.26,7.00,99.05,86.26,100.00,1.32,0.25,7.00,96.21,72.99,99.53,1.33,0.23,7.00,95.73,78.20,99.53,1.34,0.24,7.00,95.26,78.20,99.53,1.38,0.20,7.00,97.62,86.67,99.52,1.43,0.20,7.00,98.10,88.57,99.52,1.40,0.21,8.00,98.10,88.57,99.52,1.31,0.21,8.00,94.76,79.52,99.52,1.35,0.21,8.00,95.75,83.96,99.53,1.33,0.23,7.00,95.28,80.19,99.53,1.21,0.23,6.00,93.40,73.58,99.06,1.19,0.23,7.00,93.40,73.58,98.11,1.06,0.23,7.00,86.32,69.81,96.70
Latvia,LVA,0.56,0.41,3.00,65.43,43.62,89.36,0.03,0.35,4.00,46.81,29.26,67.55,0.42,0.34,4.00,63.49,40.21,80.42,0.94,0.30,5.00,82.01,62.96,95.24,1.00,0.29,5.00,81.91,63.32,98.49,0.62,0.29,6.00,66.02,49.51,84.47,0.81,0.28,6.00,71.36,55.83,91.75,0.84,0.27,6.00,72.95,56.52,95.17,0.56,0.26,6.00,64.25,47.34,80.68,0.20,0.26,6.00,51.44,37.02,68.27,0.35,0.25,7.00,54.98,41.71,72.04,0.53,0.24,7.00,64.45,50.71,80.09,0.32,0.24,7.00,57.82,42.18,68.72,0.45,0.23,7.00,61.14,48.34,72.99,0.59,0.23,8.00,65.40,54.98,80.57,0.49,0.20,8.00,61.90,52.38,74.29,0.44,0.20,8.00,60.48,51.43,70.48,0.47,0.21,8.00,61.90,49.05,72.38,0.45,0.21,8.00,62.86,50.95,74.29,0.40,0.21,8.00,59.91,49.53,70.75,0.43,0.23,7.00,59.91,49.06,75.00,0.46,0.23,6.00,60.85,49.53,74.06,0.67,0.23,7.00,67.92,55.66,87.26,0.48,0.23,7.00,60.38,50.00,75.47
Kosovo,KSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.01,0.66,1.00,83.65,41.35,100.00,0.43,0.66,1.00,61.14,24.17,99.53,-1.04,0.38,3.00,14.69,4.74,30.81,-1.04,0.35,3.00,16.11,5.21,30.81,-1.04,0.35,3.00,17.06,6.16,32.70,-0.97,0.33,3.00,18.01,7.58,32.70,-0.34,0.22,4.00,31.43,22.86,45.71,-0.20,0.22,4.00,40.48,25.71,53.81,-0.29,0.23,4.00,35.71,22.86,49.05,-0.24,0.24,4.00,38.10,24.29,52.38,-0.68,0.23,4.00,22.17,12.74,36.32,-0.35,0.25,4.00,32.08,19.81,50.00,-0.28,0.25,4.00,36.79,21.70,51.89,-0.11,0.24,5.00,43.40,28.30,55.19,-0.25,0.24,5.00,37.26,22.17,51.89
"Macao SAR, China",MAC,0.26,0.61,1.00,56.91,22.87,90.43,0.27,0.58,1.00,56.91,23.94,90.96,0.49,0.60,1.00,67.72,30.16,95.24,0.55,0.52,1.00,67.72,33.33,94.71,1.12,0.41,1.00,85.93,59.80,100.00,1.35,0.43,1.00,96.12,68.45,100.00,1.29,0.44,1.00,93.20,64.08,100.00,0.97,0.36,2.00,80.19,56.52,100.00,0.46,0.33,2.00,61.35,39.61,81.16,0.48,0.33,2.00,60.58,41.83,83.65,0.61,0.33,2.00,67.30,47.39,89.10,0.57,0.33,2.00,64.93,47.39,88.15,0.61,0.34,2.00,66.35,48.82,90.05,0.63,0.30,2.00,65.88,50.71,89.10,0.76,0.32,2.00,69.19,55.45,92.42,1.21,0.26,2.00,93.81,72.86,99.52,1.19,0.26,2.00,91.90,70.48,99.52,1.39,0.27,2.00,97.62,79.05,99.52,1.41,0.29,2.00,97.62,78.57,99.52,1.23,0.28,2.00,91.98,71.23,99.53,1.22,0.31,2.00,92.92,70.75,99.53,1.14,0.32,2.00,89.15,66.98,99.06,1.03,0.33,2.00,85.38,59.91,98.11,1.13,0.32,2.00,90.09,65.57,100.00
Morocco,MAR,-0.21,0.37,4.00,39.89,21.28,60.11,0.31,0.35,4.00,57.45,34.57,76.06,-0.07,0.34,4.00,42.33,26.46,68.25,-0.26,0.30,5.00,37.04,23.81,51.85,-0.41,0.29,5.00,32.16,21.61,45.73,-0.31,0.29,6.00,35.44,21.84,50.97,-0.56,0.28,6.00,29.13,17.48,42.23,-0.46,0.25,7.00,30.92,19.81,43.00,-0.50,0.24,7.00,27.54,18.36,39.61,-0.57,0.25,7.00,25.96,15.87,38.46,-0.40,0.25,7.00,31.28,19.91,44.55,-0.38,0.24,7.00,32.70,22.27,46.45,-0.39,0.25,7.00,33.65,20.38,47.87,-0.47,0.22,8.00,32.70,20.38,40.76,-0.49,0.23,8.00,28.91,19.43,41.71,-0.45,0.20,8.00,29.52,20.95,40.95,-0.34,0.20,8.00,33.81,21.90,45.24,-0.32,0.21,8.00,34.29,22.86,47.62,-0.38,0.21,8.00,30.95,20.48,45.71,-0.35,0.21,8.00,33.96,21.23,46.23,-0.35,0.23,7.00,32.55,20.28,48.11,-0.36,0.23,6.00,33.96,20.28,48.11,-0.40,0.23,6.00,31.60,18.87,46.23,-0.32,0.23,6.00,34.43,20.75,48.58
Monaco,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.17,0.56,1.00,91.96,52.76,100.00,1.11,0.47,2.00,86.41,55.83,100.00,1.03,0.45,2.00,82.04,55.34,100.00,1.01,0.47,2.00,81.16,53.14,100.00,1.04,0.46,2.00,84.54,52.66,100.00,1.03,0.47,2.00,84.13,52.88,100.00,0.98,0.66,1.00,84.83,41.23,100.00,0.96,0.48,2.00,82.46,51.66,100.00,1.04,0.42,2.00,82.46,58.77,99.53,1.05,0.44,2.00,85.78,57.35,99.53,1.06,0.41,2.00,86.26,60.19,99.53,1.02,0.38,2.00,84.76,59.05,99.52,1.31,0.25,3.00,95.71,78.10,99.52,1.32,0.25,3.00,94.76,78.57,99.52,1.62,0.26,3.00,99.52,91.43,100.00,1.58,0.26,3.00,99.53,90.57,100.00,1.58,0.28,3.00,98.58,88.68,100.00,1.18,0.28,3.00,92.45,71.23,99.06,1.17,0.28,3.00,92.92,68.40,99.53,1.20,0.28,3.00,93.87,71.70,100.00
Moldova,MDA,0.01,0.41,3.00,47.87,23.40,68.62,0.39,0.35,4.00,61.17,36.70,80.32,-0.43,0.34,4.00,31.75,17.46,51.32,-0.16,0.32,4.00,41.80,26.46,58.73,-0.13,0.30,4.00,39.70,27.64,59.30,-0.22,0.32,4.00,37.86,22.33,54.85,-0.40,0.31,5.00,34.47,20.39,48.54,-0.37,0.27,6.00,31.88,22.22,48.31,-0.01,0.26,6.00,42.51,29.47,59.42,-0.27,0.26,6.00,35.58,23.08,49.04,-0.58,0.27,5.00,26.07,15.64,40.76,-0.38,0.26,6.00,33.18,21.33,47.87,-0.05,0.25,6.00,45.50,30.81,59.24,0.05,0.23,7.00,46.92,36.97,59.72,0.00,0.24,7.00,45.97,35.07,60.19,-0.16,0.20,7.00,39.05,29.05,52.38,-0.33,0.21,7.00,34.76,22.38,46.67,-0.31,0.21,8.00,34.76,23.33,48.10,-0.31,0.21,8.00,33.33,22.86,48.10,-0.40,0.21,8.00,31.13,19.34,44.34,-0.39,0.23,7.00,31.13,19.81,46.70,-0.34,0.23,6.00,34.91,20.75,48.11,-0.21,0.23,6.00,40.09,24.53,51.42,-0.67,0.23,6.00,22.17,13.21,35.85
Madagascar,MDG,0.22,0.42,3.00,53.72,29.79,76.60,0.20,0.38,3.00,53.19,30.32,73.94,0.16,0.40,3.00,52.91,30.16,75.13,-0.23,0.39,3.00,39.68,20.11,62.43,0.62,0.32,4.00,66.33,47.24,86.43,0.25,0.31,5.00,53.88,36.41,72.33,-0.02,0.30,5.00,45.15,29.13,61.17,0.19,0.25,7.00,51.69,39.61,64.25,0.09,0.24,7.00,46.38,34.30,61.84,-0.47,0.25,7.00,29.81,17.79,41.83,-0.73,0.25,7.00,21.80,14.69,32.70,-0.98,0.24,7.00,17.06,9.95,26.07,-0.71,0.24,7.00,24.64,14.69,36.02,-0.54,0.22,8.00,28.91,19.43,39.81,-0.66,0.23,8.00,24.64,17.06,36.49,-0.56,0.20,8.00,26.67,16.67,36.67,-0.43,0.20,8.00,30.48,21.43,42.38,-0.29,0.21,8.00,35.24,23.81,48.10,-0.30,0.21,8.00,33.81,22.86,48.10,-0.58,0.22,7.00,25.94,14.62,38.21,-0.31,0.23,7.00,33.96,22.64,50.47,-0.51,0.23,6.00,26.42,16.04,43.40,-0.54,0.23,6.00,26.89,17.92,41.51,-0.53,0.23,6.00,25.94,16.04,41.51
Maldives,MDV,0.88,0.47,2.00,76.06,50.00,100.00,1.12,0.44,2.00,88.83,61.17,100.00,1.18,0.45,2.00,87.83,64.02,100.00,1.08,0.44,2.00,84.13,58.73,100.00,1.03,0.35,2.00,83.42,60.30,99.50,0.50,0.33,3.00,63.11,43.69,83.01,0.81,0.33,3.00,70.87,55.34,95.63,0.76,0.33,3.00,69.57,52.66,95.65,0.08,0.31,3.00,45.89,30.43,66.67,-0.16,0.31,3.00,38.94,23.56,55.29,-0.23,0.32,3.00,37.44,20.85,53.08,-0.17,0.32,3.00,40.28,24.64,57.35,-0.24,0.31,3.00,39.34,22.75,54.98,-0.37,0.28,3.00,36.02,20.38,48.82,0.13,0.30,3.00,51.66,35.55,65.40,0.68,0.24,3.00,69.05,57.62,88.57,0.41,0.25,3.00,59.52,45.24,71.90,0.41,0.25,3.00,60.95,47.14,72.86,0.22,0.26,3.00,55.24,38.57,69.05,0.08,0.26,3.00,51.42,35.38,63.21,0.03,0.28,3.00,48.11,28.30,60.85,0.36,0.28,3.00,57.55,44.34,72.64,0.53,0.25,4.00,62.74,50.94,81.60,0.67,0.26,4.00,69.81,51.89,87.74
Mexico,MEX,-0.93,0.37,4.00,20.74,7.98,36.17,-0.42,0.35,4.00,30.85,15.96,52.13,-0.20,0.31,5.00,39.15,24.87,59.26,-0.06,0.29,6.00,45.50,28.04,61.38,-0.12,0.28,6.00,40.20,28.14,58.29,-0.21,0.28,7.00,38.35,24.27,53.40,-0.45,0.27,7.00,33.50,20.87,45.63,-0.64,0.25,8.00,26.57,17.39,39.61,-0.73,0.24,8.00,23.67,14.01,33.82,-0.80,0.24,8.00,19.23,13.46,29.81,-0.69,0.24,8.00,22.27,14.69,34.60,-0.73,0.24,8.00,23.22,13.27,33.18,-0.67,0.24,9.00,26.07,15.64,37.91,-0.66,0.22,9.00,24.64,17.54,36.97,-0.71,0.23,9.00,23.22,15.64,36.02,-0.85,0.19,9.00,17.62,10.00,27.62,-0.80,0.20,9.00,21.43,10.95,28.57,-0.63,0.20,9.00,23.81,14.29,34.76,-0.81,0.20,10.00,17.62,11.43,29.52,-0.67,0.20,10.00,22.64,13.21,34.91,-0.84,0.21,9.00,17.92,11.79,26.89,-0.79,0.21,8.00,19.34,12.74,29.25,-0.69,0.21,8.00,23.11,13.68,33.96,-0.69,0.22,8.00,21.70,13.21,33.49
Marshall Islands,MHL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.17,0.56,1.00,91.96,52.76,100.00,1.13,0.59,1.00,89.32,51.94,100.00,1.07,0.62,1.00,84.95,47.57,100.00,1.04,0.64,1.00,84.54,45.41,100.00,1.09,0.65,1.00,89.37,43.00,100.00,1.01,0.66,1.00,83.65,41.35,100.00,1.39,0.56,2.00,96.68,61.61,100.00,1.15,0.48,2.00,89.57,57.35,100.00,1.06,0.61,1.00,84.36,48.82,100.00,1.03,0.64,1.00,85.31,43.13,100.00,1.05,0.60,1.00,85.78,48.82,100.00,0.99,0.51,1.00,82.86,51.90,99.52,1.00,0.28,2.00,84.76,62.38,98.57,0.83,0.29,2.00,73.81,58.57,94.29,1.03,0.31,2.00,85.71,64.29,98.10,1.00,0.29,2.00,84.91,64.15,98.58,1.18,0.29,3.00,92.45,70.75,99.53,0.98,0.29,3.00,81.13,62.74,97.17,0.93,0.25,4.00,80.66,62.26,95.75,1.06,0.26,4.00,85.85,67.45,97.64
North Macedonia,MKD,-0.48,0.41,3.00,29.79,12.23,53.19,-0.71,0.38,3.00,22.34,10.64,41.49,-0.61,0.38,3.00,26.98,13.23,43.92,-1.04,0.34,3.00,18.52,7.94,29.63,-0.99,0.31,4.00,20.10,9.05,29.65,-0.85,0.30,5.00,19.90,10.68,32.04,-1.16,0.29,5.00,15.53,6.31,25.73,-0.74,0.28,5.00,24.15,13.53,35.75,-0.43,0.28,5.00,30.43,18.36,43.00,-0.30,0.28,5.00,35.10,20.19,49.04,-0.30,0.28,5.00,34.60,20.85,51.18,-0.52,0.27,5.00,27.01,17.06,43.13,-0.62,0.27,5.00,27.49,15.64,39.34,-0.49,0.24,6.00,30.81,19.43,41.23,-0.42,0.25,6.00,33.18,19.91,45.50,0.26,0.21,6.00,56.67,42.38,65.71,-0.29,0.21,6.00,35.71,22.86,49.05,-0.36,0.21,7.00,32.86,21.43,47.14,-0.26,0.23,6.00,36.67,24.76,51.43,-0.21,0.22,6.00,38.68,25.94,53.30,0.01,0.24,6.00,47.64,31.13,59.43,0.11,0.24,5.00,50.94,36.32,62.26,0.06,0.24,5.00,49.53,33.96,59.43,0.12,0.24,5.00,50.94,36.32,62.26
Mali,MLI,0.37,0.42,3.00,58.51,35.64,84.57,0.43,0.38,3.00,62.23,36.17,81.91,0.24,0.40,3.00,56.08,31.75,77.25,0.41,0.39,3.00,61.90,39.15,83.07,0.26,0.32,4.00,53.27,36.68,71.86,0.45,0.31,5.00,62.14,43.69,79.13,0.17,0.30,5.00,52.43,36.41,66.02,0.41,0.28,6.00,58.94,43.00,74.88,0.23,0.26,6.00,51.69,37.68,69.08,0.21,0.26,6.00,52.88,37.50,68.27,-0.08,0.25,7.00,41.71,28.91,54.03,-0.18,0.24,7.00,39.34,26.07,52.13,-0.71,0.24,7.00,24.17,14.69,36.02,-2.03,0.23,7.00,3.79,1.90,6.16,-1.72,0.23,7.00,6.16,3.32,8.53,-1.71,0.20,7.00,6.67,5.24,8.10,-1.68,0.20,7.00,7.62,4.76,9.05,-1.61,0.21,7.00,8.57,5.71,10.48,-1.90,0.22,7.00,6.19,3.33,8.57,-2.08,0.22,7.00,4.72,1.42,6.60,-2.21,0.23,6.00,3.77,1.42,5.19,-2.15,0.24,5.00,3.77,1.42,5.66,-2.33,0.23,6.00,2.36,0.00,5.19,-2.48,0.23,6.00,1.42,0.00,4.25
Malta,MLT,1.33,0.42,3.00,94.15,68.09,100.00,1.43,0.38,3.00,96.81,73.94,100.00,1.59,0.40,3.00,98.41,79.89,100.00,1.60,0.39,3.00,97.88,82.01,100.00,1.55,0.32,4.00,99.50,82.41,100.00,1.32,0.31,5.00,95.63,74.27,100.00,1.38,0.30,5.00,96.60,75.24,100.00,1.23,0.27,6.00,92.75,71.01,100.00,1.27,0.26,6.00,95.17,77.29,100.00,1.27,0.26,6.00,95.19,75.00,100.00,1.25,0.25,7.00,92.89,76.30,100.00,1.25,0.24,7.00,91.94,75.83,100.00,1.06,0.24,7.00,84.83,68.25,98.10,1.07,0.23,7.00,87.20,69.19,98.58,1.04,0.23,7.00,83.89,66.82,98.10,1.13,0.20,7.00,90.48,73.33,98.10,1.05,0.20,7.00,87.14,68.57,97.62,1.07,0.21,7.00,89.05,70.95,98.10,1.24,0.22,7.00,93.33,77.62,98.57,1.27,0.22,7.00,93.87,78.77,99.53,1.01,0.23,6.00,83.02,66.98,96.23,1.00,0.24,5.00,82.08,66.98,96.70,0.89,0.23,6.00,77.83,61.32,94.34,0.91,0.23,6.00,80.66,62.74,95.28
Myanmar,MMR,-1.26,0.37,4.00,10.11,3.72,23.94,-1.49,0.35,4.00,9.57,3.72,18.09,-1.67,0.34,4.00,6.88,1.06,15.34,-1.41,0.32,4.00,12.70,2.65,20.11,-1.15,0.30,4.00,16.08,5.53,26.63,-0.98,0.29,5.00,18.93,7.77,29.13,-0.90,0.29,5.00,20.87,10.68,33.98,-0.85,0.28,5.00,21.26,12.56,31.40,-1.07,0.27,5.00,16.43,9.18,25.12,-1.09,0.27,5.00,15.38,9.13,24.04,-1.29,0.27,5.00,11.85,5.21,19.91,-1.29,0.27,5.00,10.90,4.27,20.85,-1.11,0.26,5.00,14.69,5.69,25.59,-0.94,0.23,6.00,18.48,9.00,27.49,-1.14,0.23,8.00,14.22,7.58,21.33,-1.09,0.20,8.00,11.43,8.10,20.95,-1.17,0.20,8.00,10.48,8.57,19.52,-0.81,0.21,7.00,18.57,10.95,28.10,-1.08,0.22,7.00,13.33,8.57,20.48,-1.27,0.22,7.00,11.32,7.08,15.09,-1.33,0.23,7.00,10.85,5.66,14.62,-1.51,0.23,6.00,10.38,4.25,12.74,-2.08,0.23,6.00,4.72,1.42,6.60,-2.21,0.23,6.00,2.83,0.00,6.60
Mongolia,MNG,0.75,0.42,3.00,71.81,49.47,97.34,0.35,0.38,3.00,59.57,34.57,81.38,0.82,0.40,3.00,75.66,52.91,95.24,1.17,0.39,3.00,88.36,65.61,100.00,0.96,0.33,3.00,80.90,59.30,98.49,0.78,0.32,4.00,73.79,53.88,94.66,0.88,0.30,5.00,75.24,56.80,95.63,0.65,0.31,5.00,65.70,49.28,90.82,0.67,0.28,5.00,69.57,50.24,91.30,0.54,0.28,5.00,64.42,47.12,81.25,0.61,0.25,7.00,67.77,51.18,85.31,0.60,0.24,7.00,66.35,52.13,83.89,0.61,0.24,7.00,65.88,54.50,81.99,0.47,0.22,8.00,62.09,49.76,72.99,0.49,0.23,8.00,63.51,50.71,73.46,0.79,0.20,8.00,73.33,60.48,89.05,0.71,0.20,9.00,68.57,59.05,86.19,0.79,0.20,9.00,72.38,61.43,90.00,0.78,0.21,9.00,73.81,62.38,88.57,0.83,0.21,9.00,73.58,63.21,91.04,0.64,0.22,8.00,67.92,56.60,82.08,0.72,0.23,7.00,71.23,57.08,87.26,0.71,0.23,7.00,68.40,57.08,88.21,0.53,0.23,7.00,63.21,51.89,80.19
Montenegro,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.05,0.64,1.00,47.83,17.39,87.44,0.11,0.44,3.00,47.34,25.60,76.81,0.77,0.30,4.00,72.12,54.81,94.71,0.82,0.31,4.00,74.41,53.55,94.79,0.58,0.27,5.00,65.40,50.71,85.31,0.57,0.27,5.00,63.98,50.24,81.99,0.60,0.25,5.00,64.93,52.61,82.94,0.50,0.25,5.00,64.45,48.82,75.36,0.22,0.21,5.00,54.76,40.95,64.29,0.14,0.22,5.00,52.86,38.57,60.95,0.27,0.22,5.00,55.71,43.33,65.71,-0.06,0.23,5.00,42.86,29.52,58.57,0.04,0.23,5.00,49.53,35.38,60.85,0.06,0.25,4.00,50.00,31.60,60.85,-0.06,0.25,4.00,46.23,27.83,57.08,-0.05,0.25,4.00,46.23,29.72,57.55,-0.06,0.25,4.00,44.34,27.36,56.13
Mozambique,MOZ,-0.05,0.37,4.00,46.28,23.40,65.43,0.11,0.35,4.00,51.06,30.32,69.15,-0.13,0.34,4.00,40.74,25.40,64.02,0.19,0.32,4.00,51.32,31.75,70.37,0.25,0.29,5.00,52.26,37.69,70.35,0.00,0.29,6.00,44.66,29.61,62.14,0.13,0.28,6.00,50.97,36.41,65.05,0.52,0.25,7.00,61.84,48.79,78.74,0.36,0.24,7.00,55.56,41.55,72.46,0.38,0.25,7.00,57.21,43.75,72.60,0.63,0.25,7.00,68.72,52.13,85.31,0.39,0.24,7.00,58.29,45.02,72.99,0.33,0.24,7.00,58.29,43.60,69.19,0.39,0.23,7.00,59.24,45.50,70.14,-0.23,0.23,7.00,38.39,25.59,52.13,-0.34,0.20,7.00,32.38,23.33,45.24,-0.52,0.20,7.00,27.62,19.52,40.48,-1.10,0.21,7.00,12.86,8.57,20.00,-0.92,0.21,8.00,16.19,9.52,25.71,-0.83,0.21,8.00,18.40,12.26,28.77,-0.77,0.22,7.00,19.81,12.26,30.19,-1.28,0.22,6.00,10.85,7.55,15.09,-1.26,0.22,7.00,10.85,7.55,17.92,-1.29,0.22,7.00,11.32,8.02,15.57
Mauritania,MRT,0.37,0.47,2.00,59.04,31.91,87.23,0.35,0.44,2.00,60.11,33.51,82.98,0.35,0.45,2.00,61.38,32.28,82.54,0.38,0.44,2.00,60.32,31.75,86.24,0.06,0.35,2.00,44.22,29.15,67.34,-0.17,0.33,3.00,38.83,23.30,58.74,-0.22,0.33,3.00,39.32,24.27,55.34,0.24,0.29,5.00,53.62,39.61,68.12,-0.28,0.27,5.00,35.27,23.67,48.31,-0.64,0.27,5.00,24.52,14.90,37.98,-0.88,0.26,6.00,19.91,11.37,30.33,-1.08,0.25,6.00,14.22,9.00,25.12,-1.17,0.25,6.00,13.74,5.21,21.80,-1.13,0.24,6.00,15.17,7.11,21.80,-1.01,0.24,6.00,17.54,7.58,25.12,-0.59,0.21,6.00,25.71,15.24,36.67,-0.64,0.21,6.00,23.33,15.24,35.71,-0.75,0.22,6.00,20.48,11.43,31.43,-0.63,0.23,6.00,24.76,13.81,36.67,-0.63,0.23,6.00,24.53,13.21,37.26,-0.56,0.24,5.00,25.00,14.62,41.98,-0.70,0.25,4.00,21.70,12.74,35.85,-0.56,0.24,5.00,26.42,16.98,41.51,-0.51,0.24,5.00,27.36,16.04,41.98
Martinique,MTQ,0.26,0.61,1.00,56.91,22.87,90.43,0.27,0.58,1.00,56.91,23.94,90.96,0.49,0.60,1.00,67.72,30.16,95.24,0.55,0.52,1.00,67.72,33.33,94.71,0.85,0.41,1.00,73.87,49.75,98.99,1.25,0.37,2.00,94.17,67.96,100.00,1.19,0.37,2.00,90.29,65.05,100.00,1.10,0.36,2.00,89.37,61.35,100.00,1.09,0.33,2.00,87.44,63.29,100.00,0.59,0.33,2.00,67.31,45.67,90.87,0.40,0.37,1.00,59.72,37.91,85.31,0.40,0.39,1.00,59.72,36.02,86.26,0.62,0.34,2.00,67.77,48.82,90.05,0.58,0.30,2.00,63.98,48.82,87.20,0.63,0.32,2.00,65.88,49.76,91.00,0.91,0.26,2.00,77.62,61.90,97.14,0.96,0.27,2.00,81.43,61.43,97.62,0.98,0.27,2.00,82.86,63.81,98.10,0.98,0.28,2.00,82.86,64.29,97.62,0.96,0.27,2.00,81.60,63.21,97.64,0.75,0.31,2.00,71.23,56.60,93.40,0.60,0.31,2.00,66.04,50.00,87.74,0.63,0.32,2.00,66.98,50.94,91.04,0.64,0.31,2.00,68.40,51.42,91.04
Mauritius,MUS,1.09,0.49,2.00,86.17,57.45,100.00,0.97,0.46,2.00,81.38,53.72,100.00,0.75,0.44,2.00,73.54,45.50,95.24,1.12,0.32,4.00,86.77,68.25,99.47,1.01,0.31,4.00,82.41,63.32,98.49,0.97,0.32,4.00,80.10,61.65,99.03,1.03,0.33,4.00,81.55,63.11,99.51,0.78,0.28,5.00,70.53,54.11,92.75,0.88,0.28,5.00,78.26,59.42,96.62,0.89,0.28,5.00,76.92,58.65,99.04,0.71,0.26,6.00,71.09,53.08,89.10,0.64,0.25,6.00,67.30,52.13,86.73,0.95,0.28,5.00,76.30,62.09,98.10,0.97,0.24,6.00,79.62,63.98,96.21,0.94,0.24,6.00,78.20,64.45,95.26,0.67,0.21,6.00,68.10,58.10,83.81,0.99,0.21,6.00,83.81,65.71,96.19,1.00,0.22,6.00,86.67,65.71,95.71,0.96,0.23,6.00,80.00,65.71,95.24,0.86,0.23,6.00,76.89,63.21,91.51,0.80,0.24,5.00,75.00,59.43,92.45,0.87,0.25,4.00,75.47,60.85,94.34,0.83,0.24,5.00,74.53,59.43,93.87,0.84,0.24,5.00,75.47,59.43,94.34
