Lesotho,LSO,0.09,0.34,2.00,59.68,38.71,73.12,-0.11,0.32,2.00,52.94,33.69,66.31,-0.17,0.35,2.00,52.66,30.32,67.55,-0.17,0.32,3.00,50.79,31.75,67.20,-0.17,0.31,3.00,52.38,30.16,67.20,-0.11,0.25,5.00,53.20,34.98,64.04,0.06,0.24,6.00,57.56,46.83,67.80,0.01,0.19,8.00,57.07,45.85,65.85,-0.06,0.18,9.00,55.34,44.66,62.14,0.06,0.17,9.00,59.22,50.00,66.02,0.17,0.17,9.00,63.16,54.55,70.33,0.18,0.17,9.00,62.86,54.29,70.00,0.16,0.17,9.00,62.56,54.50,69.67,0.13,0.18,10.00,60.66,54.03,69.19,0.28,0.18,11.00,63.98,57.82,70.14,0.20,0.18,11.00,61.54,54.33,68.75,0.02,0.17,11.00,56.67,49.52,63.81,-0.05,0.17,12.00,55.24,43.81,61.43,-0.06,0.17,11.00,55.24,43.33,61.43,-0.14,0.17,11.00,51.90,39.52,59.05,-0.12,0.18,11.00,51.43,39.05,59.05,-0.14,0.17,11.00,49.05,38.10,59.05,-0.35,0.17,11.00,43.33,29.52,50.95,-0.36,0.18,11.00,41.98,27.36,52.36
Lithuania,LTU,0.42,0.28,3.00,68.28,55.38,80.11,0.30,0.19,5.00,63.64,54.55,72.19,0.37,0.18,7.00,67.02,58.51,72.87,0.21,0.16,7.00,61.90,55.03,70.90,0.35,0.16,8.00,68.25,59.26,73.54,0.37,0.16,9.00,67.00,58.13,72.41,0.31,0.15,9.00,64.39,57.56,70.24,0.16,0.14,11.00,59.51,55.12,70.24,0.10,0.14,12.00,58.74,53.40,66.99,0.11,0.13,13.00,60.68,54.37,65.53,0.23,0.13,13.00,65.07,58.85,70.33,0.37,0.13,13.00,68.57,61.43,71.90,0.32,0.13,12.00,67.30,59.72,71.09,0.39,0.13,12.00,68.25,61.61,72.51,0.42,0.14,12.00,67.77,62.56,72.99,0.55,0.14,12.00,70.19,64.90,75.48,0.58,0.14,12.00,70.00,64.29,76.67,0.68,0.14,11.00,72.86,65.24,79.52,0.52,0.13,11.00,67.62,62.86,75.71,0.47,0.14,11.00,66.67,61.43,75.24,0.67,0.15,11.00,73.81,65.24,80.00,0.78,0.15,11.00,78.57,67.62,81.43,0.82,0.15,12.00,79.52,70.00,82.86,0.75,0.14,12.00,76.42,68.40,81.13
Luxembourg,LUX,1.95,0.27,4.00,94.62,90.32,100.00,1.89,0.26,4.00,93.58,90.37,100.00,1.98,0.26,4.00,94.15,91.49,100.00,2.01,0.28,3.00,95.24,91.01,100.00,1.64,0.22,4.00,91.53,85.19,95.77,1.82,0.20,5.00,93.10,91.63,97.54,1.65,0.20,5.00,92.68,88.29,96.10,1.87,0.19,6.00,94.15,91.71,98.05,1.96,0.20,6.00,94.17,91.75,98.54,1.96,0.20,6.00,95.15,91.75,98.06,1.96,0.19,7.00,94.74,91.87,99.04,2.04,0.20,7.00,95.71,92.86,100.00,2.15,0.20,7.00,98.10,93.84,100.00,2.11,0.18,7.00,96.68,94.31,100.00,2.12,0.18,7.00,97.16,94.31,100.00,2.07,0.18,6.00,96.63,93.27,100.00,2.05,0.17,6.00,97.14,92.86,100.00,2.05,0.17,7.00,97.62,92.86,100.00,1.94,0.15,7.00,96.19,91.90,98.57,2.05,0.17,7.00,97.14,92.38,100.00,2.07,0.18,7.00,97.62,93.33,100.00,2.02,0.18,8.00,96.67,94.76,100.00,1.84,0.16,10.00,96.19,90.95,97.62,1.88,0.16,10.00,96.23,92.45,98.58
Latvia,LVA,-0.20,0.28,3.00,50.00,31.18,62.90,0.14,0.19,5.00,60.43,50.80,67.38,-0.04,0.18,7.00,56.91,45.21,62.77,0.01,0.16,7.00,57.14,47.09,65.08,0.24,0.16,8.00,62.96,58.73,71.96,0.15,0.16,9.00,59.61,53.20,69.46,0.37,0.15,9.00,65.85,58.05,71.71,0.36,0.15,10.00,68.29,59.02,72.68,0.34,0.16,10.00,68.45,58.25,73.30,0.23,0.15,10.00,63.11,57.28,70.87,0.20,0.14,11.00,64.59,57.42,70.33,0.20,0.14,11.00,63.33,56.19,70.00,0.28,0.14,11.00,65.40,58.77,71.09,0.24,0.14,11.00,64.45,58.77,69.67,0.32,0.14,12.00,66.82,60.66,70.14,0.41,0.14,12.00,66.83,61.06,72.12,0.43,0.14,12.00,65.24,60.95,73.33,0.40,0.14,11.00,64.76,60.95,70.95,0.50,0.13,11.00,66.67,62.86,75.24,0.30,0.14,11.00,62.38,58.10,68.57,0.48,0.15,11.00,66.67,60.48,76.19,0.69,0.15,11.00,74.76,65.24,80.48,0.72,0.15,12.00,76.19,66.67,80.95,0.69,0.14,12.00,75.47,66.04,79.72
Kosovo,KSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.37,0.47,1.00,67.55,42.55,84.04,0.36,0.54,1.00,68.25,37.04,85.19,-0.50,0.29,2.00,38.62,15.34,58.73,-0.31,0.26,3.00,45.32,26.60,58.62,-0.53,0.24,3.00,38.05,18.05,52.20,-0.51,0.25,4.00,37.56,19.51,53.66,-0.74,0.22,5.00,27.67,12.14,42.72,-0.65,0.19,6.00,32.04,17.96,43.20,-0.59,0.19,8.00,32.54,20.10,49.28,-0.62,0.16,9.00,31.90,20.95,45.24,-0.62,0.17,9.00,32.23,19.91,45.02,-0.65,0.17,9.00,30.33,18.48,44.55,-0.65,0.18,8.00,31.28,17.54,45.02,-0.49,0.18,9.00,36.54,24.04,52.40,-0.56,0.17,9.00,34.76,21.90,48.57,-0.44,0.18,8.00,40.48,26.67,52.86,-0.53,0.17,8.00,38.10,21.43,46.67,-0.53,0.18,8.00,33.81,22.86,46.19,-0.54,0.18,8.00,33.33,22.86,47.14,-0.46,0.18,7.00,35.71,24.76,46.67,-0.34,0.17,8.00,43.81,29.52,50.95,-0.26,0.16,9.00,47.17,33.96,54.72
"Macao SAR, China",MAC,0.42,0.48,1.00,69.35,44.09,84.41,0.43,0.45,1.00,67.38,47.59,84.49,0.41,0.46,1.00,68.09,45.21,84.57,-0.07,0.43,1.00,54.50,28.04,74.60,0.85,0.40,1.00,79.37,61.38,91.01,1.40,0.39,1.00,90.64,73.89,97.04,0.51,0.23,2.00,70.24,58.05,79.02,0.35,0.26,2.00,66.83,55.12,74.15,0.45,0.30,2.00,71.36,56.31,78.16,0.43,0.27,2.00,69.42,57.28,77.18,0.16,0.20,3.00,62.20,52.63,71.29,0.41,0.20,3.00,69.52,61.43,73.33,0.43,0.26,3.00,69.67,57.35,77.73,0.42,0.26,3.00,69.19,58.77,76.78,0.55,0.25,3.00,70.14,61.61,79.62,0.84,0.24,3.00,77.88,67.31,87.02,0.57,0.22,3.00,68.57,60.95,79.05,0.79,0.26,3.00,77.14,64.29,87.62,0.60,0.24,3.00,70.95,60.95,80.95,0.68,0.25,3.00,74.76,61.90,81.90,0.67,0.25,3.00,72.86,62.38,81.90,0.77,0.23,3.00,77.62,63.81,84.29,0.82,0.25,3.00,79.05,63.81,85.24,0.87,0.27,3.00,79.72,66.04,89.15
Morocco,MAR,-0.11,0.26,4.00,53.23,34.95,63.44,0.10,0.23,4.00,58.29,48.13,67.91,-0.23,0.25,4.00,47.87,32.45,60.64,-0.24,0.20,5.00,48.15,35.45,58.20,-0.32,0.19,7.00,45.50,33.86,58.73,-0.24,0.18,8.00,48.77,34.48,56.16,-0.43,0.18,8.00,41.95,26.83,52.20,-0.48,0.16,11.00,39.02,25.85,48.78,-0.39,0.17,11.00,42.23,29.13,53.88,-0.43,0.16,12.00,40.29,28.64,52.91,-0.37,0.17,12.00,43.54,28.71,55.50,-0.23,0.17,12.00,52.38,37.62,60.00,-0.45,0.16,13.00,40.28,24.17,52.61,-0.49,0.14,14.00,37.44,27.49,48.82,-0.42,0.14,14.00,41.71,29.38,52.61,-0.31,0.14,13.00,47.12,35.58,54.33,-0.29,0.14,12.00,48.10,36.19,55.24,-0.19,0.15,11.00,50.48,40.95,57.62,-0.20,0.13,12.00,49.05,42.38,56.19,-0.29,0.13,12.00,44.76,35.71,54.29,-0.34,0.14,12.00,41.43,30.95,52.86,-0.41,0.15,10.00,38.57,28.10,47.14,-0.42,0.16,11.00,38.57,27.62,49.52,-0.36,0.16,10.00,41.51,29.72,51.42
Monaco,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.73,0.42,1.00,92.86,81.43,100.00,1.74,0.42,1.00,92.86,80.48,100.00,1.76,0.40,1.00,93.81,81.90,100.00,1.78,0.40,1.00,93.33,82.86,100.00,1.78,0.41,1.00,94.29,82.86,100.00,1.27,0.38,1.00,88.57,73.81,95.24,1.28,0.43,1.00,88.57,70.00,96.67,1.27,0.46,1.00,88.68,68.40,97.17
Moldova,MDA,-0.44,0.28,3.00,39.78,19.35,57.53,-0.40,0.19,5.00,42.78,30.48,52.94,-0.62,0.20,6.00,34.57,18.62,45.74,-0.98,0.17,6.00,17.99,3.70,31.75,-0.88,0.18,7.00,21.16,6.88,34.39,-1.04,0.17,9.00,14.78,7.39,25.12,-0.67,0.14,11.00,30.24,18.05,40.98,-0.64,0.15,12.00,31.71,20.00,40.49,-0.66,0.15,13.00,29.61,19.42,38.83,-0.63,0.14,13.00,33.01,19.42,41.26,-0.70,0.15,12.00,26.79,18.18,38.76,-0.67,0.14,13.00,29.05,20.00,40.00,-0.63,0.14,13.00,30.81,20.85,42.65,-0.61,0.13,14.00,31.75,22.27,42.65,-0.75,0.13,13.00,23.70,16.59,35.55,-0.85,0.13,13.00,21.15,12.98,29.81,-0.94,0.13,12.00,18.10,10.95,26.19,-0.98,0.13,12.00,14.76,10.95,25.24,-0.82,0.12,12.00,21.43,14.76,30.95,-0.75,0.13,12.00,25.71,16.19,33.33,-0.64,0.14,11.00,30.00,21.43,39.05,-0.57,0.15,8.00,31.90,23.33,43.81,-0.47,0.16,9.00,35.24,26.19,48.10,-0.34,0.16,8.00,42.92,30.19,51.89
Madagascar,MDG,-0.37,0.32,3.00,44.09,19.35,60.75,-0.56,0.31,3.00,35.83,14.97,53.48,-0.48,0.33,3.00,40.96,14.36,58.51,0.00,0.31,3.00,56.61,38.10,71.96,-0.21,0.22,5.00,50.26,35.98,60.32,-0.32,0.20,7.00,44.33,29.56,55.67,-0.06,0.19,9.00,55.12,44.88,61.95,-0.18,0.15,12.00,51.71,39.51,58.54,-0.19,0.16,12.00,51.94,37.86,58.25,-0.27,0.15,12.00,49.03,36.41,56.80,-0.33,0.16,12.00,46.89,32.06,56.94,-0.42,0.15,13.00,42.38,29.05,52.86,-0.48,0.15,13.00,38.86,24.17,52.13,-0.67,0.14,15.00,29.38,19.43,39.81,-0.76,0.13,16.00,23.22,16.11,35.55,-0.84,0.13,15.00,21.63,13.46,30.29,-0.88,0.13,15.00,20.00,11.90,29.52,-0.93,0.13,15.00,16.19,11.90,26.67,-1.07,0.12,15.00,13.33,9.52,18.10,-1.02,0.13,14.00,14.76,10.48,23.81,-1.05,0.13,14.00,14.76,9.52,23.33,-1.01,0.14,12.00,16.67,10.48,24.29,-0.95,0.15,11.00,18.57,10.95,27.14,-1.01,0.15,11.00,17.92,8.02,24.53
Maldives,MDV,-0.32,0.34,2.00,46.77,19.35,62.90,-0.29,0.32,2.00,48.13,27.27,61.50,-0.23,0.35,2.00,47.34,27.13,63.83,-0.09,0.35,2.00,52.38,32.80,71.43,-0.08,0.33,2.00,57.14,34.39,69.84,-0.28,0.31,3.00,46.80,25.12,60.59,-0.43,0.25,5.00,41.46,21.46,56.10,-0.60,0.27,5.00,32.68,16.10,52.20,-0.86,0.27,5.00,19.90,5.34,38.83,-0.82,0.26,5.00,21.36,4.85,41.26,-0.67,0.27,5.00,28.71,11.96,50.72,-0.54,0.25,6.00,36.67,17.14,53.33,-0.55,0.26,6.00,35.07,17.54,54.50,-0.70,0.25,6.00,27.96,12.32,48.34,-0.74,0.25,7.00,25.12,11.37,46.45,-0.36,0.27,6.00,44.71,23.56,59.62,-0.48,0.27,6.00,38.57,18.10,55.24,-0.65,0.27,5.00,31.43,12.38,49.05,-0.80,0.27,5.00,22.38,10.00,43.33,-0.88,0.26,5.00,18.10,9.05,39.05,-0.26,0.26,5.00,46.67,26.67,59.05,-0.34,0.25,6.00,43.33,25.71,57.62,-0.38,0.27,6.00,41.43,22.38,58.10,-0.40,0.28,6.00,39.62,21.23,57.55
Mexico,MEX,-0.51,0.21,6.00,36.02,23.12,50.54,-0.39,0.19,6.00,43.85,30.48,53.48,-0.07,0.20,6.00,54.79,44.15,62.77,-0.25,0.18,7.00,47.62,36.51,58.20,-0.24,0.17,8.00,48.68,38.10,58.73,-0.39,0.16,11.00,41.87,29.56,52.71,-0.34,0.16,11.00,45.85,33.66,54.15,-0.33,0.15,14.00,43.90,34.63,55.12,-0.34,0.15,14.00,45.63,32.52,54.37,-0.31,0.15,14.00,45.63,34.47,55.83,-0.37,0.16,14.00,44.50,30.14,54.55,-0.44,0.16,15.00,40.48,26.67,52.86,-0.47,0.15,16.00,39.34,24.17,52.13,-0.48,0.14,16.00,37.91,27.49,48.82,-0.59,0.14,15.00,34.60,21.80,44.55,-0.84,0.13,14.00,22.12,13.46,30.77,-0.89,0.14,14.00,19.52,11.90,29.05,-0.85,0.14,14.00,20.48,12.86,31.90,-0.95,0.12,14.00,16.19,11.90,24.76,-0.95,0.13,14.00,16.67,11.43,26.19,-0.92,0.13,14.00,18.10,11.90,26.67,-0.92,0.14,13.00,19.52,11.90,26.67,-1.02,0.16,12.00,17.62,7.62,25.71,-1.01,0.16,11.00,17.45,8.02,24.53
Marshall Islands,MHL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.32,0.67,1.00,47.80,2.44,74.63,-0.65,0.76,1.00,31.22,0.00,72.68,-0.82,0.75,1.00,20.87,0.00,70.39,-0.76,0.85,1.00,25.73,0.00,73.30,-0.69,0.55,2.00,27.27,0.48,64.59,-0.72,0.55,2.00,25.24,0.95,62.38,-0.31,0.41,3.00,48.82,17.54,67.77,-0.22,0.38,3.00,51.66,20.85,68.72,0.00,0.41,2.00,58.29,28.91,72.99,-0.01,0.48,2.00,56.25,23.56,75.00,0.65,0.31,3.00,72.86,60.00,86.67,0.71,0.31,3.00,74.76,60.95,87.62,0.78,0.31,3.00,77.62,62.86,88.10,0.35,0.29,3.00,64.76,52.38,79.05,0.37,0.31,3.00,64.76,50.95,79.05,0.47,0.30,3.00,66.19,54.76,80.48,0.42,0.33,3.00,64.76,50.00,80.48,0.39,0.34,3.00,64.15,49.53,80.19
North Macedonia,MKD,-0.61,0.28,3.00,32.26,14.52,51.08,-0.64,0.19,4.00,34.22,20.86,47.59,-0.64,0.20,5.00,33.51,16.49,45.74,-0.83,0.18,5.00,25.40,8.47,37.04,-0.65,0.17,7.00,30.69,17.46,44.44,-0.55,0.16,9.00,34.48,23.65,46.31,-0.49,0.15,9.00,40.00,24.88,48.78,-0.40,0.16,10.00,40.49,30.24,52.20,-0.39,0.16,10.00,41.75,29.61,52.91,-0.21,0.15,11.00,51.94,37.86,57.77,-0.15,0.15,11.00,53.59,42.58,60.29,-0.09,0.15,11.00,54.76,45.71,61.43,-0.11,0.15,9.00,54.98,43.60,62.09,-0.05,0.15,10.00,55.92,47.39,63.03,-0.06,0.15,10.00,56.40,47.39,62.56,-0.03,0.16,10.00,55.29,48.08,62.02,-0.27,0.16,10.00,49.52,36.19,55.24,-0.30,0.15,10.00,46.67,33.81,55.71,-0.33,0.16,9.00,43.81,32.86,54.29,-0.39,0.16,9.00,40.95,28.57,52.86,-0.46,0.16,10.00,36.67,26.19,48.57,-0.49,0.16,8.00,34.76,24.76,45.71,-0.37,0.17,8.00,41.90,28.10,50.00,-0.32,0.17,8.00,43.87,30.19,52.83
Mali,MLI,-0.78,0.32,3.00,25.81,3.76,48.92,-0.90,0.31,3.00,25.13,1.07,43.32,-0.88,0.33,3.00,23.40,0.53,45.21,-0.72,0.29,4.00,30.69,5.82,47.09,-0.74,0.21,6.00,26.98,8.99,42.86,-0.68,0.19,8.00,29.56,15.76,41.87,-0.50,0.19,9.00,39.02,22.93,51.22,-0.48,0.16,11.00,38.54,25.85,48.78,-0.43,0.17,11.00,38.35,28.64,52.43,-0.54,0.16,11.00,35.44,21.84,48.54,-0.68,0.16,12.00,27.75,18.66,40.67,-0.68,0.15,13.00,28.57,18.10,40.95,-0.65,0.15,13.00,28.44,19.43,42.18,-0.83,0.15,13.00,22.27,13.27,32.70,-0.79,0.15,14.00,22.27,14.22,35.55,-0.75,0.15,13.00,26.44,15.38,36.06,-0.70,0.14,14.00,27.62,17.62,39.05,-0.68,0.15,14.00,29.52,16.19,40.00,-0.67,0.13,14.00,29.05,18.10,40.95,-0.71,0.13,14.00,26.67,16.67,37.14,-0.71,0.14,14.00,26.67,17.14,36.19,-0.80,0.15,13.00,24.29,16.19,31.90,-0.89,0.15,13.00,20.00,12.86,29.05,-0.88,0.15,13.00,21.23,14.15,27.83
Malta,MLT,0.48,0.42,2.00,71.51,49.46,83.87,0.53,0.42,2.00,70.59,50.80,84.49,0.92,0.42,2.00,81.91,62.77,92.02,0.77,0.36,2.00,77.25,61.38,88.36,0.92,0.27,3.00,80.42,69.84,88.89,0.83,0.27,3.00,77.83,68.47,87.19,0.82,0.25,3.00,78.05,67.80,84.39,1.00,0.23,4.00,80.49,72.68,90.73,1.02,0.24,4.00,81.07,73.30,91.26,0.99,0.24,4.00,80.58,73.30,90.78,0.77,0.20,6.00,73.68,69.86,81.82,0.78,0.20,6.00,74.76,70.00,81.90,0.76,0.20,6.00,72.99,68.72,81.99,0.94,0.19,6.00,78.67,72.51,84.83,0.98,0.19,6.00,80.57,72.99,87.20,0.85,0.18,6.00,78.37,70.19,82.69,0.86,0.18,6.00,77.62,69.52,85.71,0.68,0.19,6.00,73.81,64.29,80.00,0.70,0.16,6.00,74.76,64.29,80.95,0.55,0.18,6.00,70.00,61.90,79.05,0.21,0.20,6.00,60.48,51.43,69.05,0.34,0.19,7.00,62.86,57.14,73.81,0.29,0.17,9.00,62.86,55.24,69.52,0.24,0.17,9.00,61.79,52.83,68.40
Myanmar,MMR,-1.50,0.26,4.00,1.61,0.00,14.52,-1.33,0.23,4.00,2.14,0.00,20.32,-1.36,0.25,4.00,1.60,0.00,18.62,-1.30,0.21,4.00,3.17,0.00,20.63,-1.47,0.21,5.00,1.59,0.00,8.99,-1.65,0.20,6.00,0.49,0.00,7.39,-1.54,0.20,6.00,0.49,0.00,10.24,-1.66,0.21,6.00,0.49,0.00,6.83,-1.63,0.21,6.00,0.49,0.00,6.80,-1.62,0.21,6.00,0.97,0.00,4.37,-1.66,0.21,6.00,0.48,0.00,3.83,-1.67,0.20,6.00,0.48,0.00,3.33,-1.59,0.19,7.00,0.95,0.00,4.27,-1.07,0.16,9.00,13.74,1.90,22.75,-1.01,0.14,11.00,16.11,9.00,22.75,-0.88,0.14,12.00,20.19,12.50,29.81,-0.85,0.14,12.00,21.43,13.33,30.95,-0.64,0.14,12.00,31.90,18.57,41.43,-0.59,0.13,12.00,32.38,21.43,42.86,-0.61,0.14,12.00,30.00,21.90,41.43,-0.65,0.14,12.00,29.52,20.95,39.05,-0.68,0.15,11.00,27.14,19.52,37.14,-1.05,0.17,10.00,15.71,6.67,24.29,-1.15,0.17,9.00,12.74,6.13,20.75
Mongolia,MNG,0.11,0.32,3.00,60.75,41.40,73.12,0.11,0.31,3.00,58.82,42.78,72.19,-0.27,0.33,3.00,46.28,27.13,63.30,0.03,0.31,3.00,57.67,38.62,72.49,-0.22,0.25,4.00,49.21,33.33,61.38,-0.27,0.24,5.00,47.78,29.56,58.62,-0.60,0.19,8.00,33.66,18.05,47.80,-0.59,0.19,8.00,33.66,19.51,47.80,-0.61,0.20,9.00,32.04,18.93,48.06,-0.66,0.18,11.00,30.58,17.96,41.75,-0.76,0.16,14.00,24.40,17.70,36.84,-0.73,0.15,14.00,24.76,16.67,38.57,-0.70,0.15,14.00,25.12,18.48,40.76,-0.54,0.13,15.00,35.07,26.54,46.45,-0.48,0.14,14.00,38.86,27.49,50.24,-0.47,0.14,13.00,38.46,27.40,50.00,-0.52,0.13,15.00,37.14,25.71,46.67,-0.51,0.13,14.00,36.19,26.67,46.67,-0.48,0.12,14.00,40.95,28.10,46.19,-0.45,0.13,14.00,39.52,29.05,45.71,-0.46,0.14,13.00,37.14,27.14,47.62,-0.49,0.14,12.00,34.29,26.67,45.24,-0.55,0.16,12.00,33.33,23.33,46.19,-0.56,0.15,12.00,33.02,21.70,44.81
Montenegro,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.50,0.42,1.00,68.98,50.27,84.49,-0.18,0.47,1.00,51.60,18.62,71.81,-0.16,0.54,1.00,51.85,11.64,75.66,-0.41,0.29,2.00,42.33,20.63,58.73,-0.47,0.28,2.00,36.45,19.21,55.67,-0.35,0.23,3.00,45.37,25.85,56.59,-0.38,0.23,5.00,40.98,24.88,56.59,-0.38,0.20,6.00,42.72,27.67,55.83,-0.24,0.16,8.00,50.00,36.89,57.77,-0.22,0.17,8.00,51.20,36.84,59.33,-0.25,0.15,9.00,50.00,37.62,56.67,-0.22,0.16,8.00,52.61,38.86,58.29,-0.13,0.16,8.00,54.50,43.13,60.66,-0.29,0.17,8.00,48.34,35.07,57.82,-0.08,0.18,8.00,54.81,43.27,62.02,-0.12,0.17,9.00,52.86,42.86,60.00,-0.08,0.18,9.00,54.76,42.38,61.43,-0.08,0.17,9.00,53.81,42.86,60.48,-0.01,0.17,9.00,56.19,45.24,61.90,-0.03,0.17,9.00,54.76,43.33,62.38,-0.04,0.17,8.00,54.29,44.29,60.48,-0.04,0.20,7.00,52.86,41.90,62.38,-0.12,0.20,7.00,50.94,37.26,59.91
Mozambique,MOZ,-0.42,0.26,4.00,40.86,23.66,57.53,-0.39,0.23,4.00,43.32,28.88,54.55,-0.53,0.25,4.00,37.23,19.15,52.66,-0.50,0.20,5.00,38.62,24.87,51.32,-0.64,0.19,7.00,32.80,17.46,44.97,-0.61,0.17,10.00,30.54,20.20,42.86,-0.53,0.17,11.00,37.07,22.93,48.29,-0.62,0.15,14.00,32.20,20.49,40.98,-0.51,0.16,14.00,36.89,24.76,49.51,-0.49,0.15,14.00,37.86,26.70,50.00,-0.43,0.15,14.00,40.67,27.27,52.63,-0.44,0.15,14.00,40.95,28.10,52.86,-0.50,0.15,14.00,38.39,23.70,50.71,-0.57,0.15,14.00,34.60,22.75,46.45,-0.60,0.15,15.00,34.12,21.80,44.55,-0.67,0.15,14.00,29.33,17.79,41.83,-0.78,0.14,13.00,24.76,14.76,36.19,-0.90,0.15,12.00,17.14,11.90,30.95,-0.86,0.13,13.00,19.05,12.86,29.52,-0.81,0.13,13.00,23.81,13.81,31.90,-0.86,0.15,13.00,22.38,12.38,30.48,-0.77,0.15,11.00,24.76,16.19,32.86,-0.82,0.15,12.00,22.86,14.76,31.90,-0.84,0.15,12.00,21.70,15.09,30.66
Mauritania,MRT,-0.56,0.34,2.00,34.41,12.90,57.53,-0.52,0.32,2.00,36.90,16.04,54.55,-0.49,0.35,2.00,39.89,12.77,58.51,-0.08,0.35,2.00,52.91,32.80,71.43,-0.07,0.33,2.00,57.67,34.39,69.84,-0.37,0.27,5.00,42.36,24.63,57.14,-0.54,0.22,7.00,36.59,19.02,51.22,-0.75,0.17,10.00,25.85,16.59,39.02,-0.58,0.18,10.00,33.98,19.42,48.06,-0.79,0.17,10.00,23.30,14.08,36.89,-0.61,0.17,11.00,31.58,20.57,45.45,-0.71,0.17,11.00,25.71,16.67,40.00,-0.64,0.16,11.00,29.38,18.96,43.13,-0.79,0.18,11.00,23.70,12.80,36.97,-0.85,0.17,12.00,21.80,11.85,35.07,-0.93,0.17,11.00,16.83,8.65,29.81,-0.94,0.17,11.00,17.62,10.48,29.05,-0.76,0.17,11.00,25.24,13.33,37.14,-0.77,0.17,11.00,24.29,13.81,38.57,-0.81,0.16,11.00,23.33,12.86,32.86,-0.87,0.17,10.00,21.90,11.90,30.95,-0.82,0.17,9.00,23.33,14.29,32.38,-0.84,0.16,10.00,21.90,13.81,31.90,-0.80,0.17,10.00,23.11,15.57,34.43
Martinique,MTQ,0.87,0.48,1.00,80.11,59.14,91.40,0.88,0.45,1.00,80.75,59.89,91.98,0.86,0.46,1.00,81.38,59.57,92.02,0.85,0.43,1.00,80.42,60.32,91.01,0.85,0.40,1.00,79.37,61.38,91.01,0.89,0.39,1.00,80.30,60.59,91.63,0.79,0.34,1.00,77.56,60.98,89.27,0.78,0.42,1.00,76.59,58.54,91.71,0.78,0.42,1.00,76.70,58.74,91.75,0.80,0.40,1.00,77.18,61.65,91.75,0.83,0.43,1.00,77.03,61.24,90.91,0.82,0.43,1.00,77.14,61.43,90.95,0.79,0.42,1.00,75.83,59.72,90.05,0.78,0.43,1.00,76.30,59.72,90.52,0.78,0.44,1.00,76.78,59.24,90.05,1.22,0.43,1.00,87.02,69.23,95.19,1.15,0.42,1.00,85.71,65.71,94.29,1.16,0.42,1.00,87.14,65.71,93.81,1.17,0.40,1.00,86.19,67.14,95.24,1.18,0.40,1.00,86.19,68.57,94.76,1.18,0.41,1.00,87.14,66.67,94.76,0.63,0.38,1.00,73.81,56.67,85.71,0.64,0.43,1.00,73.33,50.95,89.05,0.63,0.46,1.00,73.11,50.00,89.15
Mauritius,MUS,0.03,0.32,2.00,58.06,36.56,72.58,0.22,0.26,2.00,60.96,49.73,72.73,0.20,0.25,3.00,61.70,48.94,71.81,0.33,0.20,4.00,66.67,56.08,75.13,0.19,0.20,5.00,61.38,53.97,71.96,0.15,0.19,6.00,59.11,50.74,70.44,0.22,0.19,6.00,60.98,54.15,70.24,0.27,0.18,7.00,63.90,55.61,72.20,0.35,0.18,7.00,69.42,57.77,73.30,0.44,0.17,7.00,70.39,62.14,73.79,0.47,0.18,7.00,70.81,62.68,73.21,0.48,0.18,7.00,71.43,62.38,74.29,0.46,0.17,9.00,70.62,63.03,72.51,0.25,0.18,9.00,64.93,55.92,71.09,0.25,0.18,10.00,63.51,56.40,70.14,0.32,0.18,10.00,64.90,57.21,70.67,0.22,0.18,11.00,61.43,54.76,67.14,0.11,0.18,11.00,59.52,50.00,64.76,0.16,0.17,11.00,60.00,51.90,64.29,0.19,0.17,11.00,60.00,53.81,66.19,0.21,0.17,11.00,60.00,52.86,66.67,0.44,0.17,10.00,65.24,59.05,76.67,0.44,0.18,9.00,65.24,58.57,76.67,0.41,0.18,9.00,65.57,58.02,75.47
